num_timesteps,scenario_id,scenario_path,episode_reward,episode_length,episode_time_sec,termination_reason,episode_return,target_distance,min_target_distance,average_target_distance,average_heading_error,tracking_ratio,tracking_hold_time,max_tracking_hold_time,tracking_success_steps,within_tracking_region,is_success,out_of_bounds,timeout,head_action_mean_abs,head_action_delta_mean_abs,head_action_max_abs
39972,train_env_014,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_014.json,-4887.71533203125,880,2794.346132,persistent_contact_failure,-4887.71430827432,4.879165307848316,4.879165307848316,6.1144781135399855,0.36426099346329693,0.0,0.0,0.0,0,False,False,False,False,0.42136447402559646,0.44355472430170184,0.992371064901658
41469,train_env_098,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_098.json,-8317.095703125,1497,2900.26668,persistent_contact_failure,-8317.101133385191,3.666898764159991,3.6615487098890687,5.405472946547861,0.6440405573889468,0.0,0.0,0.0,0,False,False,False,False,0.4169632730887703,0.4375510141491103,0.9930876908264926
43400,train_env_094,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_094.json,-10938.27734375,1931,3045.619825,persistent_contact_failure,-10938.271038008934,2.069718159477395,2.069718159477395,4.420742690091523,0.1792546277865884,0.0,0.0,0.0,0,False,False,False,False,0.41848915146769283,0.4537009544348266,0.9995356481537202
45280,train_env_041,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_041.json,-4420.08837890625,1880,3177.745741,persistent_contact_failure,-4420.090057749145,2.4506400443153256,2.3440695023113363,4.601176277309732,0.6313002544849223,0.0,0.0,0.0,0,False,False,False,False,0.4223330265823873,0.4447018130946672,0.9986962737961063
47146,train_env_092,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_092.json,-2026.5865478515625,1866,3308.257782,persistent_contact_failure,-2026.5872975914683,0.9593744799986375,0.6751222565055285,3.702653586613726,0.4407403977927483,0.0,0.0,0.0,0,False,False,False,False,0.42168174010070447,0.462521429350603,0.9871726511334135
47680,train_env_063,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_063.json,-3601.529296875,534,3345.769247,persistent_contact_failure,-3601.529685298048,5.882192613038467,5.882192613038467,6.7659060498479136,0.15902672460858894,0.0,0.0,0.0,0,False,False,False,False,0.41840877040760116,0.46234920037769156,0.9699321786140456
49267,train_env_048,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_048.json,-3963.0341796875,1587,3459.193962,persistent_contact_failure,-3963.0337405575874,2.7192047324612774,2.71576246957247,4.88884156990856,0.1884025133621058,0.0,0.0,0.0,0,False,False,False,False,0.4158858786319312,0.44797635230231836,0.9932512893003795
50530,train_env_011,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_011.json,-4886.552734375,1263,3551.603544,persistent_contact_failure,-4886.551277652261,3.404580502969475,3.404580502969475,5.566538803929519,0.20383041546448388,0.0,0.0,0.0,0,False,False,False,False,0.41508518991867466,0.4431735050589245,0.9787768824227518
52604,train_env_089,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_089.json,1130.1531982421875,2074,3702.071931,goal_reached,1130.1491629133384,0.9069907703324435,0.8972165333451346,4.235725585034578,0.25387770523369313,0.0,0.0,0.0,0,False,True,False,False,0.415033304346278,0.4616220716431554,0.978084156168567
54968,train_env_100,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_100.json,-10270.3447265625,2364,3873.729614,persistent_contact_failure,-10270.355401118524,1.8688374939055095,1.7980411495171968,4.349097031534115,0.7083340817716791,0.0,0.0,0.0,0,False,False,False,False,0.4190002932222062,0.4449320439062299,0.98515776818496
57151,train_env_018,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_018.json,-4046.73974609375,2183,4031.630919,persistent_contact_failure,-4046.7424367921903,0.8573267358186109,0.6319621921416071,3.787898608052472,0.39424040312887393,0.0,0.0,0.0,0,False,False,False,False,0.4169546289046254,0.4665118211508794,0.9767717510996103
59123,train_env_039,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_039.json,1205.3055419921875,1972,4175.744168,goal_reached,1205.3020717508462,0.83346549811021,0.7871248370372514,4.1539049313617875,0.2587267477354826,0.0,0.0,0.0,0,False,True,False,False,0.42874598445299217,0.4610551673562662,0.9962536793835681
61586,train_env_081,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_081.json,-13791.833984375,2463,4355.221055,persistent_contact_failure,-13791.846160658099,2.1059248783913396,1.6195260921209833,4.030801009132974,0.6776822765296914,0.0,0.0,0.0,0,False,False,False,False,0.40508633265664507,0.4544134693860919,0.991678215426015
63402,train_env_045,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_045.json,-12999.8193359375,1816,4486.983089,persistent_contact_failure,-12999.816774441719,2.804193884310493,2.746003738037103,4.624447124315266,0.5598866806301335,0.0,0.0,0.0,0,False,False,False,False,0.41999433694488975,0.4713588951743746,0.9792419440767489
65352,train_env_071,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_071.json,6394.46728515625,1950,4626.370169,goal_reached,6394.469976673697,0.6395617627618618,0.6395617627618618,4.26501268537893,0.1943535409343631,0.0,0.0,0.0,0,False,True,False,False,0.4182983641099056,0.4518386876430348,0.9932044940502727
67864,train_env_054,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_054.json,-15331.390625,2512,4804.310984,persistent_contact_failure,-15331.397504960376,1.8756322434828934,1.569538708896042,4.035808465649745,0.7304119579301546,0.0,0.0,0.0,0,False,False,False,False,0.41798471245241864,0.4535642819802816,0.9890013136377923
69734,train_env_004,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_004.json,3444.6083984375,1870,4936.265993,goal_reached,3444.6068831548514,0.586426248705561,0.586426248705561,4.198743679202121,0.19891848323054978,0.0,0.0,0.0,0,False,True,False,False,0.42166641779326486,0.44459668118934703,0.9817204711883111
72111,train_env_074,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_074.json,-10348.85546875,2377,5102.448615,persistent_contact_failure,-10348.858987876407,2.030449602593928,1.4856919319428463,4.069074117362551,0.578363075393834,0.0,0.0,0.0,0,False,False,False,False,0.41884666160685724,0.4483560722986758,0.9958634500583914
73325,train_env_091,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_091.json,-5672.994140625,1214,5188.189232,persistent_contact_failure,-5672.994301304616,3.4682543527581724,3.458808519111726,5.63595510880348,0.27224211274495613,0.0,0.0,0.0,0,False,False,False,False,0.42390374153991395,0.444898498450097,0.9873864272990088
73867,train_env_098,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_098.json,-1846.1805419921875,542,5255.32991,persistent_contact_failure,-1846.1805448826663,5.8452013186968985,5.8452013186968985,6.859325448649857,0.14142786406707514,0.0,0.0,0.0,0,False,False,False,False,0.3944094347564568,0.44191428273561895,0.9789010953403595
75829,train_env_077,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_077.json,-11099.8759765625,1962,5393.7896,persistent_contact_failure,-11099.867549175744,2.4721121234124985,2.3131701184325704,4.524305506018941,0.6212417732280234,0.0,0.0,0.0,0,False,False,False,False,0.4200247956363707,0.445029923012275,0.9989716191629142
77596,train_env_023,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_023.json,-3495.4306640625,1767,5517.381975,persistent_contact_failure,-3495.4295567093973,2.9790248120641616,2.9055823559816725,4.849019091692093,0.566925184062056,0.0,0.0,0.0,0,False,False,False,False,0.4227679885755224,0.4476505493283176,0.9933050142211813
78017,train_env_072,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_072.json,-2435.09033203125,421,5546.886053,persistent_contact_failure,-2435.091072579141,6.538779941836895,6.538779941836895,7.2231599671671525,0.14900256751833316,0.0,0.0,0.0,0,False,False,False,False,0.4186853183427042,0.440160335584105,0.9695951530414139
80217,train_env_009,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_009.json,-7134.0341796875,2200,5701.185361,persistent_contact_failure,-7134.029152385586,1.049576035244252,0.7896010696589247,3.7099177723434535,0.43508769456990404,0.0,0.0,0.0,0,False,False,False,False,0.42685961291182933,0.4602658490871075,0.9841123544140843
82211,train_env_095,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_095.json,-906.2237548828125,1994,5842.487922,goal_reached,-906.2260974060679,0.6756614268300206,0.6756614268300206,4.298641007701775,0.13002372521714228,0.0,0.0,0.0,0,False,True,False,False,0.4085381145389562,0.4619718394538319,0.9837265379973715
84488,train_env_059,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_059.json,-5648.58349609375,2277,6001.718983,persistent_contact_failure,-5648.579961329692,1.3170602606183275,0.9297102441579124,3.9343396319012762,0.5330778190010128,0.0,0.0,0.0,0,False,False,False,False,0.415905555514444,0.4427550937527905,0.9895202044803308
86684,train_env_070,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_070.json,-8128.2080078125,2196,6155.456709,persistent_contact_failure,-8128.204133159388,1.3348238752042105,0.8732039414877347,3.716812110175973,0.5386480633051197,0.0,0.0,0.0,0,False,False,False,False,0.43158913263920884,0.4575923217728952,0.9911326914957189
88242,train_env_045,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_045.json,-7893.40234375,1558,6265.030862,persistent_contact_failure,-7893.401681140935,2.897568351980917,2.897568351980917,5.037652309506585,0.42483678736805425,0.0,0.0,0.0,0,False,False,False,False,0.4227472424253947,0.4650068208026781,0.9824129982753605
90065,train_env_076,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_076.json,-6707.52978515625,1823,6393.816005,persistent_contact_failure,-6707.526764059141,2.608309142321013,2.608309142321013,4.815500592141991,0.6062296346900502,0.0,0.0,0.0,0,False,False,False,False,0.4285196185251073,0.44736713848988263,0.9912447147049713
92269,train_env_083,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_083.json,-4342.79248046875,2204,6549.287014,persistent_contact_failure,-4342.790573786888,1.9420549373196334,1.5750145032624228,4.049995904451562,0.6062463837310886,0.0,0.0,0.0,0,False,False,False,False,0.4283645517258693,0.4602785243472569,0.9972851245522044
93872,train_env_088,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_088.json,-12307.9384765625,1603,6662.355216,persistent_contact_failure,-12307.933753185296,2.733465322238897,2.733465322238897,5.235190940130579,0.1779151530477351,0.0,0.0,0.0,0,False,False,False,False,0.4227988453319285,0.45265530495761375,0.9973234315768906
96109,train_env_054,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_054.json,-5635.32666015625,2237,6821.202306,persistent_contact_failure,-5635.325780656413,0.8571446914334919,0.6444483384458805,4.079619390762265,0.39200622953203396,0.0,0.0,0.0,0,False,False,False,False,0.4084251477848445,0.45755704001771885,0.9950850629786895
98210,train_env_013,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_013.json,-5847.46240234375,2101,6973.612477,persistent_contact_failure,-5847.459424379487,0.7498442101091225,0.7293669947606788,3.901959533312623,0.42674487619021134,0.0,0.0,0.0,0,False,False,False,False,0.42719742583947173,0.4556668742306568,0.9967001748091044
100146,train_env_084,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_084.json,2360.870361328125,1936,7116.581693,goal_reached,2360.871568268545,0.7309012698191608,0.667990739603957,4.171826675129474,0.24569682939239998,0.0,0.0,0.0,0,False,True,False,False,0.4364151093053195,0.46215306753893715,0.9899955223917736
102368,train_env_065,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_065.json,-11588.92578125,2222,7277.906481,persistent_contact_failure,-11588.925933042428,1.0587655498617312,0.8834289485430851,3.875213408352263,0.4300178608856605,0.0,0.0,0.0,0,False,False,False,False,0.4199606291562479,0.45511733993644615,0.9763488828410218
104291,train_env_017,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_017.json,-4733.0419921875,1923,7401.989309,persistent_contact_failure,-4733.0421612029495,2.496512371008746,2.4834985026968375,4.815779926565453,0.27281288424185746,0.0,0.0,0.0,0,False,False,False,False,0.43861876098080327,0.4545237445496337,0.9922567400505181
106101,train_env_051,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_051.json,-6497.767578125,1810,7518.729098,persistent_contact_failure,-6497.763966768737,1.4007425278090084,1.3650731668895388,4.492152506358088,0.2499374197868273,0.0,0.0,0.0,0,False,False,False,False,0.4198937418865915,0.4522762955656203,0.9858637464440115
108398,train_env_024,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_024.json,-6587.59130859375,2297,7667.389979,persistent_contact_failure,-6587.596943295746,1.577790531997508,1.5237339892660353,4.2463889024668395,0.6340023097182695,0.0,0.0,0.0,0,False,False,False,False,0.42375172441279835,0.4596224440023484,0.9884066176160262
110349,train_env_004,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_004.json,4998.1220703125,1951,7793.032541,goal_reached,4998.121325880151,0.7480394411873,0.744430031646903,4.298589294894885,0.22268781140479812,0.0,0.0,0.0,0,False,True,False,False,0.4239968779313533,0.45493494549715124,0.9882486290888803
112212,train_env_023,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_023.json,7111.80810546875,1863,7937.834953,goal_reached,7111.808190305506,0.6999561624352449,0.627747721710168,4.303443001173655,0.17903985140463502,0.0,0.0,0.0,0,False,True,False,False,0.4205166521335898,0.4501390742081908,0.9928948584704143
114433,train_env_061,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_061.json,-8178.63623046875,2221,8079.939779,persistent_contact_failure,-8178.632461909396,2.8901902033676077,2.8524330064923236,4.740006356770624,0.6837859282289918,0.0,0.0,0.0,0,False,False,False,False,0.4196123590747192,0.4559724797418555,0.9901979769299486
115930,train_env_088,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_088.json,-10746.6982421875,1497,8176.187122,persistent_contact_failure,-10746.701730905359,2.558644864006302,2.5580435195978066,5.304996911637082,0.2093319169915392,0.0,0.0,0.0,0,False,False,False,False,0.4348303936453926,0.4396694771819905,0.995697534708435
117103,train_env_081,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_081.json,-6267.96337890625,1173,8251.682949,persistent_contact_failure,-6267.958792512733,3.5889921087283345,3.5840563352974457,5.65294013692324,0.36272860305979304,0.0,0.0,0.0,0,False,False,False,False,0.4397312423691706,0.42592420005710985,0.9866614905085009
119095,train_env_049,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_049.json,3207.5849609375,1992,8379.131595,goal_reached,3207.5800837935876,0.6275104338687929,0.6199098769643342,4.038398230990243,0.19764538084702513,0.0,0.0,0.0,0,False,True,False,False,0.4277299162578502,0.44658862045518294,0.9903459934668492
120829,train_env_087,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_087.json,-5711.5673828125,1734,8489.333495,persistent_contact_failure,-5711.562524031578,3.516250334141498,3.4366975026188467,5.707768189345715,0.5264336723938989,0.0,0.0,0.0,0,False,False,False,False,0.4224020102418933,0.45851945923393544,0.9883767710375532
121539,train_env_039,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_039.json,-2425.221435546875,710,8535.034761,persistent_contact_failure,-2425.221328707807,5.600915928890862,5.600915928890862,6.6546574031633385,0.2910099279868762,0.0,0.0,0.0,0,False,False,False,False,0.42950298564133127,0.44995287245380844,0.9762835128629453
123837,train_env_092,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_092.json,-5471.99658203125,2298,8681.149815,persistent_contact_failure,-5471.998105507742,1.532089212601346,1.2170408786086453,3.7728187718646815,0.5367316473926499,0.0,0.0,0.0,0,False,False,False,False,0.420250651730214,0.4551272747553713,0.9949576499303261
124982,train_env_034,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_034.json,-2747.01513671875,1145,8754.35304,persistent_contact_failure,-2747.0149212663446,3.6000068166838495,3.5864786906180517,5.625822594272673,0.17642186692199488,0.0,0.0,0.0,0,False,False,False,False,0.4219808597704916,0.45656521197303884,0.9980285471983553
126166,train_env_041,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_041.json,-6620.79248046875,1184,8829.998404,persistent_contact_failure,-6620.79179957203,4.715252739763736,4.651789115530161,5.954291363501854,0.7669822580109008,0.0,0.0,0.0,0,False,False,False,False,0.43561895662233563,0.4624883368894908,0.9787077156207906
128332,train_env_033,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_033.json,-4790.83935546875,2166,8968.689566,persistent_contact_failure,-4790.8339793617915,1.8673662372596498,1.4405798239011112,3.975511871222754,0.654538273293376,0.0,0.0,0.0,0,False,False,False,False,0.4157037281520116,0.45664374447228573,0.9835532955261467
130237,train_env_006,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_006.json,1291.7147216796875,1905,9091.488578,goal_reached,1291.710933944074,0.6023338171587636,0.6023338171587636,4.093976885318932,0.14553244314787242,0.0,0.0,0.0,0,False,True,False,False,0.4215559321852603,0.444089875813531,0.9955959025001802
131455,train_env_056,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_056.json,-3604.062255859375,1218,9165.482888,persistent_contact_failure,-3604.0612207342942,4.675135022944728,4.638011536510054,6.1510245402000425,0.6143823022535059,0.0,0.0,0.0,0,False,False,False,False,0.4240829945664454,0.4607288114943741,0.9970440202066576
131978,train_env_052,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_052.json,-2418.03857421875,523,9196.958098,persistent_contact_failure,-2418.0387810304846,5.854865705844632,5.854865705844632,6.799936575269732,0.13687532791227122,0.0,0.0,0.0,0,False,False,False,False,0.4254091061226611,0.47372151592711814,0.9957463969022209
134027,train_env_040,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_040.json,-4347.61181640625,2049,9320.64036,goal_reached,-4347.613409657605,0.5809251221633516,0.5689430042005447,4.123516783017946,0.2475524517009758,0.0,0.0,0.0,0,False,True,False,False,0.4145461853100292,0.45232809404532104,0.9846172705660168
135349,train_env_014,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_014.json,-7634.77587890625,1322,9401.394017,persistent_contact_failure,-7634.775080357002,4.104748856965595,4.104748856965595,5.626258237935455,0.6197446611085329,0.0,0.0,0.0,0,False,False,False,False,0.4278251412020151,0.45003436489734305,0.9932628650712773
137272,train_env_080,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_080.json,2950.29443359375,1923,9517.534473,goal_reached,2950.2926953353262,0.5997986835633907,0.5997986835633907,4.246248748804417,0.2248991354250417,0.0,0.0,0.0,0,False,True,False,False,0.42735827437647383,0.4468867936708858,0.9888298543089152
139931,train_env_037,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_037.json,-15599.650390625,2659,9678.827859,persistent_contact_failure,-15599.665597268458,2.1424346117661446,1.9577570893127676,3.958334817192285,0.8854118971658046,0.0,0.0,0.0,0,False,False,False,False,0.4126694945293471,0.4543656420374668,0.9817053296823506
141483,train_env_010,D:\RCRA\RL_fish-master\scenarios\large_pool_dataset_200\train\json\train_env_010.json,-9856.333984375,1552,9772.492587,persistent_contact_failure,-9856.34032665459,3.7676768259871185,3.608067907456402,5.356238787459599,0.6049364647529865,0.0,0.0,0.0,0,False,False,False,False,0.4445448571626552,0.4615103741104965,0.994551349146521
