run_id,update_index,num_timesteps,episodes_in_cycle,episodes_completed_total,success_count,success_rate,mean_episode_reward,mean_episode_length,cycle_train_time_sec,model_path,policy_weights_path
20260418_224642_p28272,1,2379,1,1,0,0.0,-12642.6083984375,2379.0,28.813476799987257,runs/tmp_ppo_recheck/scenario_cycle/checkpoints/ppo_recheck_update_000001.zip,runs/tmp_ppo_recheck/scenario_cycle/checkpoints/ppo_recheck_update_000001_policy.pth
