run_id,update_index,num_timesteps,episodes_in_cycle,episodes_completed_total,success_count,success_rate,mean_episode_reward,mean_episode_length,cycle_train_time_sec,model_path,policy_weights_path
20260418_223254_p36684,1,2385,1,1,1,1.0,-6795.64697265625,2385.0,41.27855349998572,runs/tmp_ppo_bundle_local_weight_check/scenario_cycle/checkpoints/ppo_bundle_local_weight_check_update_000001.zip,runs/tmp_ppo_bundle_local_weight_check/scenario_cycle/checkpoints/ppo_bundle_local_weight_check_update_000001_policy.pth
