run_id,update_index,num_timesteps,episodes_in_cycle,episodes_completed_total,success_count,success_rate,mean_episode_reward,mean_episode_length,cycle_train_time_sec,model_path,policy_weights_path
20260418_221002_p13276,1,2276,1,1,1,1.0,-5023.6015625,2276.0,30.27685239999846,runs/tmp_ppo_recheck_220/scenario_cycle/checkpoints/ppo_recheck_220_update_000001.zip,runs/tmp_ppo_recheck_220/scenario_cycle/checkpoints/ppo_recheck_220_update_000001_policy.pth
